movieId,title,genres,imdbId,tmdbId,original_title,overview,poster_path,backdrop_path
143559,L.A. Slasher (2015),Comedy|Crime|Fantasy,tt2735292,323792,L.A. Slasher,"Incensed by the tabloid culture which celebrates it, the L.A. Slasher publicly abducts a series of reality TV stars, while the media and general public in turn begin to question if society is better off without them. A biting, social satire about reality TV and the glorification of people who are famous for simply being famous, ""L.A. Slasher"" explores why it has become acceptable and even admirable for people to become influential and wealthy based on no merit or talent - purely through notoriety achieved through shameful behavior.",/rwXmbnXIQcfmdK0phXcMIZgX0KA.jpg,NA
143859,"Hail, Caesar! (2016)",Comedy,tt0475290,270487,"Hail, Caesar!","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,NA
143896,How To Change The World (2015),Documentary,tt4144504,319073,How to Change the World,"In 1971, a group of friends sail into a nuclear test zone, and their protest captures the world's imagination. Using never before seen archive that brings their extraordinary world to life, How To Change The World is the story of the pioneers who founded Greenpeace and defined the modern green movement.",/994hnuZUbkAkpCZMaqasMw2cWvj.jpg,NA
143969,Er ist wieder da (2015),Comedy,tt4176826,318917,Er ist wieder da,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",/1CxZWytSiCzZiZA5k0AiLUFtQNA.jpg,NA
144210,Just Eat It: A Food Waste Story (2014),Documentary,tt3597400,259985,Just Eat It: A Food Waste Story,"We all love food. As a society, we devour countless cooking shows, culinary magazines and foodie blogs. So how could we possibly be throwing nearly 50% of it in the trash? Filmmakers and food lovers Jen and Grant dive into the issue of waste from farm, through retail, all the way to the back of their own fridge. After catching a glimpse of the billions of dollars of good food that is tossed each year in North America, they pledge to quit grocery shopping and survive only on discarded food. What they find is truly shocking.",/eVQ3XX6MJELZOLIuWuCv1lpM1MW.jpg,NA
144222,Bros Before Hos (2013),Comedy,tt2947832,230211,Bros Before Hos,"Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle.",/7ZGNVpzGEWYLpzE7J9FL8WOLlxc.jpg,NA
144262,Slow Learners (2015),Comedy|Romance,tt2537390,333287,Slow Learners,"High school guidance counselor Jeff and his platonic friend and co-worker Anne are responsible, well intentioned, kind… and boring. They frustratingly watch on as their peers find love and companionship, while they continue to fail in spectacular fashion when it comes to romance. As they reach their loneliness breaking point, they make a pact to forgo their familiar, vanilla personas in exchange for their unexplored, confident alter egos. They wave goodbye to Jeff’s awkward all-male book club and Anne’s flailing attempts to catch the eye of Jeff’s sexy neighbor Max, and say hello to raucous summer nights filled with booze, dancing, and sex. Naturally things don’t exactly go according to plan.",/rDxDSABzncDluXgqCQjjMjYej96.jpg,NA
144352,Unforgiven (2013),Action|Crime|Drama,tt2347134,141819,許されざる者,"An old swordsman, his former comrade and a young braggart are hired by prostitutes to track down bandits who mutilated one of the women.",/5HDsSXIivf0WW4vwi83CgjlAeRY.jpg,NA
144478,"Sex, Drugs & Taxation (2013)",Comedy|Drama,tt2191400,211005,Spies og Glistrup,"Maybe the best thing to come out of Scandinavia during the hippie years was, in fact, the story of a radical libertarian and a hedonist capitalist. Their friendship, forged by being outsiders in a conformist country, took them through years of adulation and success, with slight detours into the welcoming arms of vilification and imprisonment. A joyride through taxation, mass travel, hookers and politics. Not feeling too constrained by historical facts, director Christoffer Boe's story of Simon Spies and Mogens Glistrup covers just a few of their decades in a tale of warmth and humour, defiance and eccentricity.",/f1aHVJQKflibJQhjCN8jZCobLyW.jpg,NA
144522,Sky High (2003),Action|Horror|Thriller,tt0398563,5846,スカイハイ 劇場版,"A serial-murderer is on the loose who just so happens to also be removing the hearts of his victims and taking them with him. His victims however, are not merely random humans as thought by the police. They are in fact, the past and present guardians of the gateway of the afterlife.On the day he is to be married, Detective Kanzaki, who happens to be on the case, discovers that his fiancé Mina has been murdered with her heart also missing. He also learns that the killers are Kudo, a geneticist, and his evil secretary Rei. The two are trying to obtain six hearts from the guardians so that they may call forth a horde of demons from the Gate of Rage and have their every desire granted. Only problem is, once they open the gate the entire world will be covered in darkness.",/7zpyHnfykViMlE0x5gREq0X2yqc.jpg,NA
144606,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Romance|Thriller,tt0270288,4912,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,NA
144606,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Romance|Thriller,tt0270288,4912,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,NA
144620,Goosebumps (2015),Adventure|Comedy|Horror,tt1051904,257445,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,/hMOwqSghhz4AStkXxCjL1BjXdV0.jpg
144714,The Perfect Guy (2015),Drama|Thriller,tt3862750,304372,The Perfect Guy,"With a fulfilling career and a loving relationship, lobbyist Leah Vaughn seems to have it all. Things come crashing down when Dave, her long-term boyfriend, disagrees with her future plans for marriage and a family. The resulting painful breakup leaves Leah heartbroken, until she meets the charming and handsome Carter Duncan. Soon, the budding romance turns dangerous as Carter reveals his volatile nature, forcing Leah to break up with the man she thought was Mr. Right. She soon realizes that Carter doesn't want to let her go.",/k1U3ROFFCVbu9H63lKYMbXEHeJI.jpg,NA
144716,Rock the Kasbah (2015),Comedy,tt3164256,253414,Rock the Kasbah,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",/jGNOsJjpsJ4yWe3InuiXgYk8VuW.jpg,NA
144734,Freaks of Nature (2015),Comedy|Horror|Sci-Fi,tt1817771,218784,Freaks of Nature,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",/uOfXM61tr3sDoyyAaNTDyfxxyaE.jpg,NA
144976,Bone Tomahawk (2015),Horror|Western,tt2494362,294963,Bone Tomahawk,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,NA
145080,Extraordinary Tales (2015),Animation|Horror|Mystery,tt3454574,329020,Extraordinary Tales,"Five tales by Edgar Allan Poe come to life thanks to a pictorical style animation, five tales that exude madness, pestilence, murder and torture.",/mGETWBPMDHgpdFVsJf8cYGsPWnz.jpg,NA
145150,The Dressmaker (2015),Comedy|Drama|Thriller,tt2910904,298382,The Dressmaker,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",/d0HAAJrdQ7r9JeZQVUyTmNJP4oH.jpg,NA
145283,Nowitzki: The Perfect Shot (2014),Documentary,tt3626804,291343,Nowitzki - Der perfekte Wurf,This documentary chronicles the life story of the Dallas Mavericks' Dirk Nowitzki and his inspiring journey from Germany to superstardom in the NBA.,/38kSPGVG3PevHQdpph8bR7wCERl.jpg,NA
145418,Trumbo (2015),Drama,tt3203606,294016,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,/2RERIRnZkROSeHZAIf8PSxhzOqs.jpg,NA
145491,Our Lips Are Sealed (2000),Children|Comedy|Drama,tt0270560,34729,Our Lips Are Sealed,"Mary-Kate and Ashley star in this Down Under adventure filled with nonstop Aussie intrigue, laughs and romance. After running afoul of a notorious gangster, Mary-Kate and Ashley take refuge in the FBI Witness Protection Program. Unfortunately, the girls are uncontrollable blabbermouths and they blow their cover in town after town until there's only one hiding place left - Australia.",/40gZ2WhqpZVv8woW0fCH8bMFzx8.jpg,NA
145724,Idaho Transfer (1973),Sci-Fi,tt0071647,74836,Idaho Transfer,"During a time of waning global resources, a crew of young researchers travel into the future to escape an apocalypse before the shutdown of their time transfer project. They find that some type of disaster has de-populated the Idaho region and, by implication, the nation or perhaps the world.",/8aM36Svq7GDac03XqTqX03sDI3v.jpg,NA
145745,Witch Hunt (1999),Crime|Drama,tt0187598,268788,Witch Hunt,"An infant girl named Hannah is abducted by her grandmother Barbara Thomas. Hannah's father David Overton, convinced that Barbara is the head of a coven of witches, inaugurates a desperate nationwide search for his missing daughter. However, David may have a sinister agenda of his own, as indicated by the fact that his wife recently died under mysterious circumstances.",/pq98iZgCqq8gMiamWqdeAFQlBkI.jpg,NA
145839,Concussion (2015),Drama,tt3322364,321741,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",/gseayWAIFt3GQrEUNuUcYxT77Ud.jpg,NA
145935,"Peanuts Movie, The (2015)",Adventure|Animation|Children|Comedy,tt2452042,227973,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",/dZOcwqxurYhDyjmdnhYcGnn1agL.jpg,NA
145951,Bloodsport: The Dark Kumite (1999),Action|Thriller,tt0172184,36693,Bloodsport: The Dark Kumite,"Agent John Keller goes undercover into the tough prison known as Fuego Penal to find out about the corpses of prisoners disappearing without a trace. There he gets involved in a dangerous tournament arranged by a man named Justin Caesar, where the prisoners are forced fight to death.",/8fesxO5RKl3Hd6XIUohr66jlMdK.jpg,/zxEbdODJUORHj5dE2faPLAmywz9.jpg
145994,Formula of Love (1984),Comedy,tt0216755,27940,Формула любви,"A young aristocrat, Aleksei Fedyashev, is languishing in his family's country estate, spending his days reading poetry and confessing his love... to a statue. Upon hearing that famous Count Cagliostro is touring Russia and has created quite a buzz in high society with his ""magic"", he decides to ask the Count to bring the statue to life...",/caz6m3uwNEfJTYYr2TovMhsphcN.jpg,NA
146024,A Man from Boulevard des Capucines (1987),Comedy|Romance|Western,tt0092745,45227,Человек с бульвара Капуцинов,Mr. Jonny First arrives to the Wild West to present the art of the Cinematograph.,/oj501hxty4iZCUUiV6GLPCdYw3M.jpg,NA
146028,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),Crime|Mystery,tt0083100,84254,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей. Часть 1,"The Hound of the Baskervilles  is a 1981 Soviet film adaptation of Arthur Conan Doyle's novel The Hound of the Baskervilles. It was the third installment in the TV series about adventures of Sherlock Holmes and Doctor Watson. A potent streak of humour ran through the film as concerns references to traditional British customs and stereotypes, ensuring the film's popularity with several generations of Russophone viewers. Other features of this best entry in the series include excellent exterior shots which closely match the novel's setting in the Dartmoor marshland, as well as an all-star cast: in addition to the famous Livanov -Solomin duo as Holmes and Watson, the film stars the internationally acclaimed actor/director Nikita Mikhalkov as Sir Henry Baskerville and the Russian movie legend Oleg Yankovsky as the villain Stapleton.",/5W1OR1Tv7JAbphYNYrUgWvkL24I.jpg,/oSb2aPX72amvjl6RLRwHQnmUWwJ.jpg
146210,Blue Mountain State: The Rise of Thadland (2015),Comedy,tt3748440,288171,Blue Mountain State: The Rise of Thadland,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!",/rZz8AmDvFqUY4tBcD69ou3OfiWx.jpg,NA
146244,Dil To Pagal Hai (1997),Comedy|Drama|Romance,tt0118983,13986,दिल तो पागल है,"Rahul, the director of a successful dance troupe, considers Nisha his best friend, though secretly, she is madly in love with him. He then falls for Pooja, who is engaged to Ajay.",/HKUrZZbXnwCM4129fPlgHEg0eG.jpg,NA
146309,The Boy and the Beast (2015),Action|Adventure|Animation,tt4272866,315465,バケモノの子,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",/kzKJxfIdZ70nsPfKyq7hlYlJwSx.jpg,NA
146656,Creed (2015),Drama,tt3076658,312221,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,/qIRBVovMpYsEi5LUXN4WULYXLpC.jpg
146662,Dragons: Gift of the Night Fury (2011),Adventure|Animation|Comedy,tt2065968,91417,Dragons: Gift of the Night Fury,Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.,/tieHyFlHwnU4gdKY9vBNCW7U5iw.jpg,NA
146682,Twinsters (2015),Documentary,tt2980626,324325,Twinsters,"Adopted from South Korea, raised on different continents &amp; connected through social media, Samantha &amp; Anaïs believe that they are twin sisters separated at birth.",/zU6hCAaOXj55xjJR6BeSZu3iWBo.jpg,NA
146684,Cosmic Scrat-tastrophe (2015),Animation|Children|Comedy,tt5184298,367326,Cosmic Scrat-tastrophe,Scrat struggles once again to protect his nut.,/vHzbxEcwN17ZGcvHiN8jRZywqZH.jpg,NA
146688,Solace (2015),Fantasy|Mystery|Thriller,tt1291570,339527,Solace,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer.",/pbcXpZgem8kgr90RwIUNAbC2ite.jpg,NA
146730,Lost in the Sun (2015),Action|Drama|Thriller,tt3593046,360203,Lost in the Sun,A small time crook and a newly-orphaned teenage boy team up to perform a string of robberies.,/9mES7auQVQOVglCTJPpQEBVJzXT.jpg,NA
146986,Le Maître d'école (1981),Comedy,tt0082726,53179,Le Maître d'école,"After having lost his job for having saved a child accused of shop lifting, Frédéric Barbier decides to become a school teacher with some funny results.The great comedy actor Coluche is excellent as a simple school teacher.",/saUfyEkeQZYd9PYvfhbqNxU3MZu.jpg,NA
147002,Eros (2004),Drama|Romance,tt0343663,39850,Eros,"A three-part anthology film about love and sexuality: a menage-a-trois between a couple and a young woman on the coast of Tuscany; an advertising executive under enormous pressure at work, who, during visits to his psychiatrist, is pulled to delve into the possible reasons why his stress seems to manifest itself in a recurring erotic dream; and a story of unrequited love about a beautiful, 1960s high-end call girl in an impossible affair with her young tailor.",/bz8pWVNsbg1MMKCgp2VX6wFOXJX.jpg,NA
147142,Those Happy Days (2006),Children|Comedy,tt0478566,19100,Nos jours heureux,"Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings...",/lTOm5grqVEIIkUzAsDHcKLrEkcv.jpg,NA
147196,The Girls (1961),Comedy|Romance,tt0134614,20975,Девчата,"A graduate of the culinary technical school of the cook, Tosya Kislitsyna, a naive and eccentric girl, came to the village lost in the northern forests. She sticks her nose in all affairs, seeks to help everyone. She met Ilya on the day of arrival: the ""first guy in the village"" fell upon her indignantly, and in the evening, to brighten up an unpleasant meeting, she decided to ""make happy"" with an invitation to a dance and was refused. Not accustomed to refusals, Ilya argues with Filya that during the week he will fall in love with Tosya...",/zAmv4i2sARwa17npj8rJD4OA4md.jpg,NA
147250,The Adventures of Sherlock Holmes and Doctor Watson,(no genres listed),tt0229922,127605,NA,NA,NA,NA
147282,What Men Still Talk About (2011),Comedy,tt1863347,83456,О чём ещё говорят мужчины,"A year later the men are still talking, but this time on the 31st of December and still about the women, football, children, and, of course, about the approaching New Year’s celebration. But what can they do, if their beloved wives and girls are waiting for them at Kamil’s, busy with New Year tree decoration and cooking, and the husbands are accidentally got stuck in the advertising agency office? Will they manage to get home in time to celebrate the New Year together?",/9T3bl4c3mM2MYM4BL8TefSQEOB2.jpg,/6xWR4pUav8UKXqkCdgqgZTIk1mg.jpg
147286,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983),Crime|Mystery,tt0086333,127608,Приключения Шерлока Холмса и доктора Ватсона: Сокровища Агры,"Holmes and Dr. Watson help a young lady who is receiving anonymous letters 10 years after her father passed away under shady circumstances. They find themselves in an enigma involving a treasure, murder and a love interest for Watson.",/dmynhqV1y9vpaGc45mmsSbtaSAL.jpg,/oSb2aPX72amvjl6RLRwHQnmUWwJ.jpg
147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),Crime|Mystery,tt0091942,270393,Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,"In addition to the two-part television version of the film, a shorter version was installed to show the film, entitled “Sherlock Holmes in the 20th Century.” In this installation version, in particular, the entire plot of the story “Bruce-Partington Drawings” was deleted. A film version was released before the premiere of the full (two-part) television version of the film.",/grhI2R0FACyPb7g6nJjozG3gl7K.jpg,/oSb2aPX72amvjl6RLRwHQnmUWwJ.jpg
147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),Crime|Mystery,tt0459944,126846,Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,Mycroft Holmes hands Sherlock Holmes the case of the Master Blackmailer.,/f8DfsnLKFWjQ5L21VSwDeODJ4iN.jpg,/oSb2aPX72amvjl6RLRwHQnmUWwJ.jpg
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),Crime,tt0080263,72093,NA,NA,NA,NA
147330,Sherlock Holmes and Dr. Watson: Acquaintance (1979),Crime,tt0079902,72095,NA,NA,NA,NA
147372,Doctor Who: Last Christmas (2014),Adventure|Drama|Fantasy|Sci-Fi,tt4050552,317182,Doctor Who: Last Christmas,"The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus!",/a5XHo7MQgX3V7nNlEnl5gwZURDL.jpg,NA
147374,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",Adventure|Drama,tt1998643,315623,"Doctor Who: The Doctor, the Widow and the Wardrobe","It's Christmas Eve, 1938, when Madge Arwell comes to the aid of an injured Spaceman Angel as she cycles home. He promises to repay her kindness - all she has to do is make a wish.",/3sYoDpCA5Ps5wnX8RZhihKZduuP.jpg,NA
147376,Doctor Who: A Christmas Carol (2010),Sci-Fi,tt1672218,315620,Doctor Who: A Christmas Carol,"Amy Pond and Rory Williams are trapped on a crashing space liner, and the only way the Eleventh Doctor can rescue them is to save the soul of a lonely old miser. But is Kazran Sardick, the richest man in Sardicktown, beyond redemption? And what is lurking in the fogs of Christmas Eve?",/6dQv1PfE654y3uaA7jW2tIyEEUV.jpg,NA
147378,Doctor Who: Planet of the Dead (2009),Adventure|Children|Drama|Sci-Fi,tt1337072,282963,Doctor Who: Planet of the Dead,"A meeting in a London bus with jewel thief Lady Christina takes a turn for the worse for the Doctor when the bus takes a detour to a desert-like planet, where the deadly Swarm awaits.",/9qKoF7XjkcbWYwekBCKt7W7rDHc.jpg,NA
147380,Doctor Who: The Next Doctor (2008),Adventure|Children|Drama|Sci-Fi,tt1321969,317190,Doctor Who: The Next Doctor,"The Doctor arrives in Victorian London. It's Christmas, but snow isn't the only thing descending on the tranquil and jubilant civilization, as familiar silver giants from an alternate reality are amassing in numbers. The Cybermen are on the move again, and the only beings who can stop them are the Doctor and... another Doctor?",/3jc2spp0w3a50drKFCHgdyj4u0d.jpg,NA
147382,Doctor Who: Voyage Of The Damned (2007),Action|Sci-Fi,tt1061123,335209,Doctor Who: Voyage of the Damned,"When disaster hits the Titanic, the Doctor uncovers a threat to the whole human race. Battling alongside aliens, saboteurs, robot Angels and a new friend called Astrid, can he stop the Christmas inferno?",/qav0QtsBKvcnpJHqFgFTjynkTca.jpg,NA
147384,Doctor Who: The Runaway Bride (2007),Sci-Fi,tt0827573,282758,Doctor Who: The Runaway Bride,A young bride in the midst of her wedding finds herself mysteriously transported to the TARDIS. The Doctor must discover what her connection is with the Empress of the Racnoss's plan to destroy the world.,/dy7JzhXnDFhQsHRiPXxpu62j3yQ.jpg,NA
147410,A Perfect Day (2015),Comedy|Drama,tt3577624,321751,A Perfect Day,"Somewhere in the Balkans, 1995. A team of aid workers must solve an apparently simple problem in an almost completely pacified territory that has been devastated by a cruel war, but some of the local inhabitants, the retreating combatants, the UN forces, many cows and an absurd bureaucracy will not cease to put obstacles in their way.",/musAGdMpfvxhNvEnxXgmzcjBxWL.jpg,NA
147657,Masked Avengers (1981),Action,tt0082153,63441,叉手,"Philip Kwok plays a repentant killer who vows to destroy the masked gang of which he was a member. A young fighter and his martial arts brothers come to the town to catch the killers, but one of them is not to be trusted!",/vr54E7RjvMLE4rFgb1NPgZdnpj6.jpg,NA
147662,Return of the One-Armed Swordsman (1969),Action|Adventure,tt0064265,48300,獨臂刀王,Eight demon swordsmen and their gang have spread menace across many sword teaching schools. The students seek the help of Fang who alone can combat them. Will Fang take up the challenge.,/qupi6LGWSMSTaZHWPYUyAyVplLx.jpg,/jZlUG3Vs6HAVPr7JedmfoMIxeZW.jpg
147936,The Lord's Lantern in Budapest (1999),Comedy|Drama,tt0185534,104515,Nekem lámpást adott kezembe az Úr Pesten,"In the Kerepesi Street cemetery, three grave diggers contemplate the fate of the world, then they step out of this role and in a sequence of episodes they play the typical figures of contemporary Hungarian reality, the fat cat, the swashbuckler, the victim, underworld chieftains, and present little absurd dramas of love, marriage, friendship, public order and legal safety. The author and the film director walk among them all the time, contemplating, laughing at their plays. The stories starting from the graveyard and returning there warn of the inevitability of death. The author and the director (Gyula Hernádi and Miklós Jancsó) wisely make friends with death.",/pXEJRDIbFdXbtNSSLQLB5xIzorZ.jpg,NA
148166,Hitchcock/Truffaut (2015),Documentary,tt3748512,339751,Hitchcock/Truffaut,"Filmmakers discuss the legacy of Alfred Hitchcock and the book “Hitchcock/Truffaut” (“Le cinéma selon Hitchcock”), written by François Truffaut and published in 1966.",/gHxF63YSELrjoJyHcebpDz1Uqvz.jpg,NA
148172,The 5th Wave (2016),Adventure|Sci-Fi|Thriller,tt2304933,299687,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,/4Dd79cz5qxKNoKWg1xsfrpOchEr.jpg,NA
148238,A Very Murray Christmas (2015),Comedy,tt4537842,364067,A Very Murray Christmas,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",/2ir2DjNNXmMePsyc4inFa8oI23r.jpg,NA
148424,Chi-Raq (2015),Comedy|Drama,tt4594834,340275,Chi-Raq,"A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago.",/gZqsDMGWLkRPvv2tASiMomj8GOt.jpg,NA
148482,Truth (2015),Drama,tt3859076,300693,Truth,"As a renowned producer and close associate of Dan Rather, Mary Mapes believes she’s broken the biggest story of the 2004 election: revelations of a sitting U.S. President’s military service. But when allegations come pouring in, sources change their stories, document authenticity is questioned, and the casualties begin to mount.",/qmpMRABYbQjgtxwJ6xMPc8KskzA.jpg,NA
148592,Just Jim (2015),Comedy,tt3291148,323656,Just Jim,"In a small Welsh town where people talk to themselves we meet Jim, a lonely  teenager who is given the chance to increase his popularity when a cool American kid moves in next door.  Written and directed by Craig Roberts, who also plays the lead role.",/8lFSRcFdxr9sGbYqWZrs03Lin7u.jpg,NA
148626,"Big Short, The (2015)",Drama,tt1596363,318846,The Big Short,The men who made millions from a global economic meltdown.,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,NA
148632,Applesauce (2015),Comedy,tt4270878,333088,Applesauce,"Every Tuesday night, radio talk show host Stevie Bricks invites his listeners to call in and share their stories. When one night he asks people to share the worst thing they’ve ever done, high school teacher Ron Welz can't resist. Big mistake—what he reveals sets off a chain of hilariously uncontrollable events adversely affecting his marriage and another couple. And when someone starts sending him body parts, his life really begins to fall apart. Who is tormenting him? An insolent high school student? His best friend? His wife? There are over eight million people in the Naked City, and everyone's a suspect.",/xRYCqFKCW70q0wAaTV4cBPGp1DI.jpg,NA
148652,The Ridiculous 6 (2015),Comedy|Western,tt2479478,347969,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,NA
148667,John Mulaney: The Comeback Kid (2015),Comedy,tt5069564,367735,John Mulaney: The Comeback Kid,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",/pzM9t33T2YUA7vaCb2GxaDrlTW1.jpg,NA
148671,Saw (2003),Crime|Horror,tt0495241,246355,Saw,"David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival.",/uvjBl6LHmb5JpAbmSZzeWA1c7Sv.jpg,NA
148675,North Pole: Open For Christmas (2015),Children|Fantasy,tt4843046,369879,NA,NA,NA,NA
148709,Mojave (2015),Thriller,tt2322517,237584,Mojave,"A suicidal artist goes into the desert, where he finds his doppelgänger, a homicidal drifter.",/eZLpBNG84wAI5c9XCQBa7w78ElX.jpg,NA
148775,Wizards of Waverly Place: The Movie (2009),Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,tt1369845,26736,Wizards of Waverly Place: The Movie,A young wizard accidentally conjures a spell that puts her family in jeopardy.,/vrjLcGBLurVem5lXN8237qz4tyE.jpg,/jNIOYzLrIM3q2mbadTKTviCAZEj.jpg
148881,World of Tomorrow (2015),Animation|Comedy,tt4171032,303867,World of Tomorrow,A little girl is taken on a mind-bending tour of her distant future.,/5s7DSOek7Bk2CvcG1zX01bJzJ0x.jpg,/lxjvh7coxKZyzxxBbUO70u5To7r.jpg
148888,Zoolander 2 (2016),Comedy,tt1608290,329833,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,/e0sHfnIDANQtuqgn7UIupdJni3O.jpg,/xNTvMy84w8wnrEEzWBiTWL08fVo.jpg
148956,How to Be Single (2016),Comedy|Romance,tt1292566,259694,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,NA
148978,Blue Exorcist: The Movie (2012),Animation|Fantasy|Horror|Mystery,tt3028018,201223,青の祓魔師 劇場版,"The atmosphere in True Cross Academy is lively and boisterous in the days leading up to the grand festival held once every 11 years. During this time, Okumura Rin is entrusted with the responsibility of suppressing the berserk Phantom Train. In the midst of his mission, he meets a devil whose appearance is that of a young boy.",/sstaOUvPmMYzeWbYaeDXrYWBp44.jpg,NA
148982,Devil Dog: The Hound of Hell (1978),Horror,tt0077429,26702,Devil Dog: The Hound of Hell,A dog that is a minion of Satan terrorizes a suburban family.,/yaEEwdekGIciimxTmvVoybP9gAj.jpg,NA
